Title,Rating,Voting,Duration,Genre
Dead Dead Demon's Dededede Destruction Zenpen,7.1,140,120,Fantasy
Sharma & Ambani,9.1,184,104,Fantasy
Penguin Girl,6.9,14,98,Fantasy
Wanderer,7.0,9,46,Fantasy
Iron Nest of the Moon,7.6,13,70,Fantasy
Nature Cat's Nature Movie Special Extraordinaire,7.3,19,53,Fantasy
"The Girl, the Hunter & the Firefly",7.3,19,98,Fantasy
Sahmeran Efsanesi-Tulhan,6.0,34,0,Fantasy
Code Duello: From the Tithebanner Saga,8.9,339,61,Fantasy
Fidil Ghorm,7.8,7,86,Fantasy
River Returns,6.8,17,109,Fantasy
Couple in the Woods,5.6,31,65,Fantasy
Salomé,6.7,7,115,Fantasy
JAPA,7.7,16,110,Fantasy
"Fallen Leaves, Broken Lighters",7.8,8,96,Fantasy
And Through the Portal We Go,6.8,11,83,Fantasy
Vasilisa i khraniteli vremeni,3.2,70,98,Fantasy
Lilla spöket Laban spökar igen,6.1,28,44,Fantasy
Fenómenos naturales,7.2,30,80,Fantasy
Bicho Monstro,8.0,5,75,Fantasy
Dracu Ra,5.6,39,106,Fantasy
Achilles Curse and the Curse of Treasure,7.4,25,125,Fantasy
Supersiostry,3.9,135,90,Fantasy
LUDA,7.2,6,86,Fantasy
Gato Galactico e o Feitiço do Tempo,7.7,69,85,Fantasy
UnichtoZhanna,3.3,51,98,Fantasy
Horse with No Name,7.8,14,72,Fantasy
Pushpaka Vimanam,5.6,16,137,Fantasy
Painted Skin,6.9,53,80,Fantasy
Brush of the God,6.4,14,74,Fantasy
Wonderland,6.8,12,120,Fantasy
Velký Pán,7.0,9,73,Fantasy
Darker Than Night,4.7,24,82,Fantasy
Princezna na hrásku,5.6,63,80,Fantasy
Mortadella,8.4,7,90,Fantasy
Krapiva: Tsvetok smerti,6.1,56,81,Fantasy
Santa's Chimney of Secrets,4.6,23,66,Fantasy
Demon Host,6.4,20,80,Fantasy
Nebesko,5.2,10,73,Fantasy
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65,Fantasy
Black Dragon,3.9,9,99,Fantasy
The Legend of the Cat Demon,4.8,12,85,Fantasy
Keo=peul-ji-ok,5.3,7,94,Fantasy
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64,Fantasy
Xiao zi,3.5,12,101,Fantasy
"Bryson, the Demon Slayer",4.5,12,59,Fantasy
I Am Moon,8.0,9,127,Fantasy
Tara - The Lost Star,9.6,11,90,Fantasy
Kyle and the Last Emerald 2,8.4,8,15,Fantasy
Young doctor's notes,3.5,6,86,Fantasy
Lucid Love,8.6,31,71,Fantasy
Kyle and the Last Emerald,5.5,18,20,Fantasy
The Blinkless,7.8,12,59,Fantasy
Kan dao ling hun de na zhi yan shi gong,3.3,12,124,Fantasy
Cageling,5.9,8,69,Fantasy
